pubmedid,title,abstract,pub_year
30154103,RORγt limits the amount of the cytokine receptor γc through the prosurvival factor Bcl-x,The cytokine receptor subunit γc provides critical signals for T cell survival and differentiation. We investigated the molecular mechanism that controls the cell surface abundance of γc during T cell development in the thymus. We found that the amount of γc was low on CD4,2018
30152185,Quercetin induced cell apoptosis and altered gene expression in AGS human gastric cancer cells.,"Quercetin is one of the natural components from natural plant and it induces cell apoptosis in many human cancer cell lines. However, no available reports show that quercetin induces apoptosis and altered associated gene expressions in human gastric cancer cells, thus, we investigated the effect of quercetin on the apoptotic cell death and associated gene expression in human gastric cancer AGS cells. Results indicated that quercetin induced cell morphological changes and reduced total viability via apoptotic cell death in AGS cells. Furthermore, results from flow cytometric assay indicated that quercetin increased reactive oxygen species (ROS) production, decreased the levels of mitochondrial membrane potential (ΔΨ",2018
30135191,Dose and Schedule Determine Distinct Molecular Mechanisms Underlying the Efficacy of the p53-MDM2 Inhibitor HDM201.,"Activation of p53 by inhibitors of the p53-MDM2 interaction is being pursued as a therapeutic strategy in p53 wild-type cancers. Here, we report distinct mechanisms by which the novel, potent, and selective inhibitor of the p53-MDM2 interaction HDM201 elicits therapeutic efficacy when applied at various doses and schedules. Continuous exposure of HDM201 led to induction of p21 and delayed accumulation of apoptotic cells. By comparison, high-dose pulses of HDM201 were associated with marked induction of PUMA and a rapid onset of apoptosis. shRNA screens identified PUMA as a mediator of the p53 response specifically in the pulsed regimen. Consistent with this, the single high-dose HDM201 regimen resulted in rapid and marked induction of PUMA expression and apoptosis together with downregulation of Bcl-xL ",2018
30132509,Resveratrol promotes the sensitivity of small-cell lung cancer H446 cells to cisplatin by regulating intrinsic apoptosis.,"The aim of the present study was to evaluate the effects of resveratrol on small-cell lung cancer (SCLC) cell proliferation and apoptosis. The results demonstrated that resveratrol concentration- and time-dependently reduced H446 cell viability. In addition, cells treated with resveratrol displayed higher apoptotic rates, in association with mitochondrial depolarization, cytochrome c release from the mitochondrial compartment to the cytoplasm, apoptosis-inducing factor translocation from the mitochondrial compartment to the nucleus, and altered protein levels of Bcl-2, Bcl-xL and Bax. Furthermore, resveratrol promoted H446 cell inhibition by cisplatin, as reflected by reduced viability and increased apoptosis. These findings suggest that resveratrol exerts antitumor effects on SCLC H446 cells and promotes H446 cell killing by cisplatin via modulation of intrinsic apoptosis.",2018
30130653,Lysosomal permeabilization and endoplasmic reticulum stress mediate the apoptotic response induced after photoactivation of a lipophilic zinc(II) phthalocyanine.,"We have previously reported that the phototoxic action of the lipophilic phthalocyanine Pc9 (2,9(10),16(17),23(24) tetrakis[(2-dimethylamino)ethylsulfanyl]phthalocyaninatozinc(II)) encapsulated into poloxamine micelles is related to the induction of an apoptotic response in murine colon CT26 carcinoma cells. In the present study, we explored the intracellular signals contributing to the resulting apoptotic death. We found that Pc9-T1107 arrests cell cycle progression immediately after irradiation promoting then an apoptotic response. Thus, 3 h after irradiation the percentage of hypodiploid cells increased from 5.9 ± 0.6% to 23.1 ± 0.1%; activation of caspases 8 and 9 was evident; the population of cells with loss of mitochondrial membrane potential increased from 1.1 ± 0.4% to 44.0 ± 9.3%; the full-length forms of Bid and PARP-1 were cleaved; and a 50% decrease of the expression levels of the anti-apoptotic proteins Bcl-2 and Bcl-X",2018
30104976,Qiang-Xin 1 Formula Prevents Sepsis-Induced Apoptosis in Murine Cardiomyocytes by Suppressing Endoplasmic Reticulum- and Mitochondria-Associated Pathways.,"Sepsis is reported to be an unusual systemic reaction to infection, accompanied by multiple-organ failure. Sepsis-induced cardiomyopathy (SIC), defined as damages and dysfunction of the heart, is essential in the pathogenesis of sepsis. Traditional Chinese formula, which has long been used to improve the situation of patients through multitarget regulation, is now gradually being used as complementary therapy. The present study aimed to investigate the effect of Qiang-Xin 1 (QX1) formula, a traditional Chinese herbal medicine designed for cardiac dysfunction, on cecal ligation puncture (CLP)-induced heart damage and its underlying mechanisms in mice. Survival test first showed that an oral administration of QX1 formula significantly increased the 7-days survival of septic mice from 22 to 40%. By estimating the secretion of serum cytokines, QX1 treatment dramatically inhibited the excessive production of interleukin-1β and tumor necrosis factor-α. Immunohistochemical staining illustrated that the expression of c-Jun N-terminal kinase, caspase-12, and high-mobility group box 1 was downregulated in cardiomyocytes of the QX1-treated group compared with that of the CLP surgery group. Western blotting confirmed that the activation of essential caspase family members, such as caspase-3, caspase-9, and caspase-12, was prohibited by treatment with QX1. Moreover, the abnormal expression of key regulators of endoplasmic reticulum (ER) and mitochondria-associated apoptosis in cardiomyocytes of septic mice, including CHOP, GRP78, Cyt-c, Bcl-2, Bcl-X",2018
30098330,Sirtuin 5 overexpression attenuates glucolipotoxicity-induced pancreatic β cells apoptosis and dysfunction.,"Recently, SIRT5 was reported to be a predominant desuccinylase and demalonylase in mitochondria. Ablation of SIRT5 enhances the systemic succinylation and malonylation of mitochondrial proteins, including various metabolic enzymes; however, its function in pancreatic β cells has not yet been clarified. In this study, we evaluated the effects of SIRT5 overexpression on glucolipotoxicity-induced apoptosis in β cell lines. Full-length SIRT5, which preferentially targeted to mitochondria and partially to the nucleus and cytoplasm, was overexpressed in NIT-1 cells. Chronic exposure to excess palmitate and glucose (High-PA-G) induced apoptosis and suppressed glucose-stimulated insulin secretion in β cells. SIRT5 overexpression significantly alleviated apoptosis under the High-PA-G condition, accompanied by suppressed Caspase 3 activity and reduced malondialdehyde levels. SIRT5 overexpression also improved β cell secretory capacity in response to glucose under the High-PA-G condition, suggesting its protective role in β cell function. Furthermore, SIRT5 overexpression reversed the decreasing trend of anti-apoptotic factors BCL-2 and BCL-XL expression under High-PA-G condition. Further regulation mechanisms between SIRT5 and these anti-apoptotic factors remains to be explored in future studies. Our data reveal that SIRT5 is a potentially protective factor for pancreatic β cells against glucolipotoxicity-induced apoptosis and cell dysfunction.",2018
30096328,Neuronal preservation and reactive gliosis attenuation following neonatal sciatic nerve axotomy by a fluorinated cannabidiol derivative.,"Immature peripheral nervous system damage, such as the transection of a peripheral nerve, results in the extensive degeneration of motoneurons and dorsal root ganglia (DRG) sensory neurons, mostly due to apoptotic events. We have previously shown that cannabidiol (CBD), the most abundant non-psychotropic molecule present in the Cannabis sativa plant, exhibits neuroprotective action when administered daily at a dose of 15 mg/kg. This study shows that use of the fluorinated synthetic version of CBD (4'-fluoro-cannabidiol, HUF-101) significantly improves neuronal survival by 2-fold compared to that achieved with traditional CBD at one-third the dose. Furthermore, we show that HUF-101 administration significantly upregulates anti-apoptotic genes and blocks the expression of pro-apoptotic nuclear factors. Two-day-old Wistar rats were subjected to unilateral sectioning of the sciatic nerve and treated daily with HUF-101 (1, 2.5, 5 mg/kg/day, i.p.) or a vehicle solution for five days. The results were evaluated by Nissl staining, immunohistochemistry, and qRT-PCR. Neuronal counting revealed a 47% rescue of spinal motoneurons and a 79% rescue of DRG neurons (HUF-101, 5 mg/kg). Survival was associated with complete depletion of p53 and a 60-fold elevation in BCL2-like 1 gene expression. Additionally, peroxisome proliferator-activated receptor gamma (PPAR-gamma) gene expression was downregulated by 80%. Neuronal preservation was coupled with a high preservation of synaptic coverage and a reduction in astroglial and microglial reactions that were evaluated in nearby spinal motoneurons present in the ventral horn of the lumbar intumescence. Overall, these data strongly indicate that HUF-101 exerts potent neuroprotective effects that are related to anti-apoptotic protection and the reduction of glial reactivity.",2018
30075205,Hypertonicity-imposed BCL-XL addiction primes colorectal cancer cells for death.,"Induction of mitochondria-controlled (intrinsic) apoptosis is a mainstay of current anti-neoplastic chemotherapies. Activation of this death pathway is counteracted by BCL-2-like proteins, which functionally set the threshold for apoptosis and determine whether malignant cells are sensitive or resistant to anti-cancer treatments. Hence, unlocking the intrinsic apoptotic cascade and promoting the cell's commitment to undergo apoptosis concordantly promotes efficacy of anti-cancer treatments. Here, we show that hyperosmotic stress enforces addiction of colorectal cancer cells to BCL-XL, thereby exhausting the protective capacity of BCL-2-like proteins and priming mitochondria for death. Our work identifies osmotic pressure as a cell extrinsic factor that modulates responsiveness of colorectal cancer cells to therapy.",2018
30074260,Melatonin reduces two-cell block via nonreceptor pathway in mice.,"Embryo development block seriously limits the success of in vitro embryo production and assisted reproductive technology. Although numerous researchers have explored this problem, it remains to be solved. In this study, we found that melatonin supplementation at 10",2018
30032449,Repression of GRIM19 expression potentiates cisplatin chemoresistance in advanced bladder cancer cells via disrupting ubiquitination-mediated Bcl-xL degradation.,"The mainstay of treatment for advanced bladder cancer (BC) is cisplatin (CDDP)-based systematic chemotherapy. However, acquired chemoresistance induced by as yet unidentified mechanisms is encountered frequently and often results in treatment failure and disease progression. The present study was designed to elucidate the expression and potential role of the gene associated with retinoid-interferon-induced mortality-19 (GRIM19) in the pathogenesis of CDDP resistance in BC.",2018
29968967,2.45 GHz microwave radiation induced oxidative and nitrosative stress mediated testicular apoptosis: Involvement of a p53 dependent bax-caspase-3 mediated pathway.,Deleterious effects of MW radiation on the male reproduction are well studied. Previous reports although suggest that 2.45 GHz MW irradiation induced oxidative and nitrosative stress adversely affects the male reproductive function but the detailed molecular mechanism occurring behind it has yet to be elucidated. The aim of present study was to investigate the underlying detailed pathway of the testicular apoptosis induced by free radical load and redox imbalance due to 2.45 GHz MW radiation exposure and the degree of severity along with the increased exposure duration. Twelve-week old male mice were exposed to 2.45 GHz MW radiation [continuous-wave (CW) with overall average Power density of 0.0248 mW/cm,2018
29968959,Coronarin D induces apoptotic cell death through the JNK pathway in human hepatocellular carcinoma.,"Coronarin D, a diterpene derived from the rhizomes of Hedychium coronarium, has been used to treat inflammatory diseases. Coronarin D can exert strong anticancer effects through cell growth prevention and cell cycle arrest in many cancer cells. In this study, we investigated the molecular mechanism through which coronarin D suppresses cell proliferation and triggers cell death in human hepatocellular carcinoma (HCC) cells. Treatment of Huh7 and Sk-hep-1 cells with coronarin D resulted in a significantly increased loss of mitochondrial membrane potential, leading to the cleavage and activation of caspase-9, caspase-8, and caspase-3 and changes in Bax, Bcl-2, and Bcl-xL protein levels. Coronarin D significantly induced autophagy by increasing the expression of Beclin-1 and LC3-II and reducing the expression of p62. Moreover, Huh7 and Sk-hep-1 cells exposed to coronarin D had decreased expression of phosphorylated AKT, p38, and ERK and increased expression of phosphorylated JNK. Exposure of cells to the JNK-specific inhibitor SP600125 attenuated the apoptotic effects of coronarin D. Taken together, this is the first study to report that coronarin D may effectively inhibit cell growth through apoptosis. We have provided evidence indicating that coronarin D induces cell death through the upregulation of JNK mitogen-activated protein kinases in human HCC cells.",2018
29949238,C1q/TNF-related peptide 8 (CTRP8) promotes temozolomide resistance in human glioblastoma.,"The C1q/TNF-related peptide 8 (CTRP8) has recently emerged as a novel ligand of the G protein-coupled receptor RXFP1 in the fatal brain tumor glioblastoma (GBM). We previously demonstrated that the CTRP8-RXFP1 ligand-receptor system promotes motility and matrix invasion of patient GBM and U87 MG cells by specific phosphorylation of PI3 kinase and protein kinase C. Here, we demonstrate a novel role for CTRP8 in protecting human GBM cells against the DNA alkylating damage of temozolomide (TMZ), the standard chemotherapy drug used to treat GBM. This DNA protective role of CTRP8 required a functional RXFP1-STAT3 signaling cascade in GBM cells. We identified N-methylpurine DNA glycosylase (MPG), a monofunctional glycosylase that initiates base excision repair pathway by generating an apurinic/apyrimidinic (AP) site, as a new CTRP8-RXFP1-STAT3 target in GBM. Upon TMZ exposure, treatment with CTRP8 reduced the formation of AP sites and double-strand DNA breaks in GBM cells. This CTRP8 effect was independent of cellular MGMT levels and was associated with decreased caspase 3/7 activity and increased survival of human GBM. CTRP8-induced RXFP1 activation caused an increase in cellular protein levels of the anti-apoptotic Bcl members and STAT3 targets Bcl-2 and Bcl-XL in human GBM. Collectively, our results demonstrate a novel multipronged and clinically relevant mechanism by which the CTRP8-RXFP1 ligand-receptor system exerts a DNA protective function against TMZ chemotherapeutic stress in GBM. This CTRP8-RXFP1-STAT3 axis is a novel determinant of TMZ responsiveness/chemoresistance and an emerging new drug target for improved treatment of human GBM.",2018
29924730,"Selective BH3-mimetics targeting BCL-2, BCL-XL or MCL-1 induce severe mitochondrial perturbations.","Induction of apoptosis by selective BH3-mimetics is currently investigated as a novel strategy for cancer treatment. Here, we report that selective BH3-mimetics induce apoptosis in a variety of hematological malignancies. Apoptosis is accompanied by severe mitochondrial toxicities upstream of caspase activation. Specifically, the selective BH3-mimetics ABT-199, A-1331852 and S63845, which target BCL-2, BCL-XL and MCL-1, respectively, induce comparable ultrastructural changes including mitochondrial swelling, a decrease of mitochondrial matrix density and severe loss of cristae structure. These shared effects on mitochondrial morphology indicate a similar function of these anti-apoptotic BCL-2 proteins in maintaining mitochondrial integrity and function.",2019
29917279,iSPAAC: Isomer-Free Generation of a Bcl-x,"Strain-promoted azide-alkyne cycloadditions (SPAAC) have proven extremely useful for labeling of biomolecules, but typically produce isomeric mixtures. This is not appropriate for the formation of bioactive molecules in living cells. Here, the first use of SPAAC for the isomer-free synthesis of a bioactive molecule is reported both in vitro and inside cultured cells. We developed the symmetrical cyclooctyne SYPCO and used it for the generation of a chemically uniform triazole inhibitor of protein-protein interactions mediated by Bcl-x",2018
29909746,Trophoblast-Derived CXCL16 Decreased Granzyme B Production of Decidual γδ T Cells and Promoted Bcl-xL Expression of Trophoblasts.,"Decidual γδ T cells are known to regulate the function of trophoblasts at the maternal-fetal interface; however, little is known about the molecular mechanisms of cross talk between trophoblast cells and decidual γδ T cells.",2019
29899841,BCL2 and BCL(X)L selective inhibitors decrease mitochondrial ATP production in breast cancer cells and are synthetically lethal when combined with 2-deoxy-D-glucose.,"Cancer cells display differences regarding their engagement of glycolytic vs. mitochondrial oxidative phosphorylation (OXPHOS) pathway. Triple negative breast cancer, an aggressive form of breast cancer, is characterized by elevated glycolysis, while estrogen receptor positive breast cancer cells rely predominantly on OXPHOS. BCL2 proteins control the process of mitochondrial outer membrane permeabilization during apoptosis, but also regulate cellular bioenergetics. Because BCL2 proteins are overexpressed in breast cancer and targetable by selective antagonists, we here analysed the effect of BCL2 and BCL(X)L selective inhibitors, Venetoclax and WEHI-539, on mitochondrial bioenergetics and cell death. Employing single cell imaging using a FRET-based mitochondrial ATP sensor, we found that MCF7 breast cancer cells supplied with mitochondrial substrates reduced their mitochondrial ATP production when treated with Venetoclax or WEHI-539 at concentrations that ",2018
29897257,Linarin inhibits radiation-induced cancer invasion by downregulating MMP-9 expression via the suppression of NF-κB activation in human non-small-cell lung cancer A549.,"Radiotherapy is routinely used in the treatment of lung cancer patients. However, it often causes malignant effects, such as promoting cancer cell migration and invasion. Previous studies demonstrated that ionizing radiation (IR) promotes cancer cell invasion by stimulating the β-catenin, IL-6, STAT3, and Bcl-X",2019
29886136,Activated grass carp STAT6 up-regulates the transcriptional level and expression of CCL20 and Bcl-xl.,"In mammals, signal transducer and activator of transcription 6 (STAT6) is a broad-spectrum transcriptional regulator involved in cellular immune responses and apoptosis by regulating the immune-related genes and various functional genes. The structure, expression and tyrosine-based phosphorylation of STAT6 are conserved from fish to mammal. However, except the sporadic reports from zebra fish, the function of fish STAT6 has not been well reported. Here, we cloned and characterized the full length cDNA sequence of grass carp (Ctenopharyngodon idella) STAT6 (CiSTAT6). Meanwhile, the activation mechanism and the potential function of CiSTAT6 were studied. The full length cDNA of CiSTAT6 is 2747 bp with an ORF of 2313 bp encoding a polypeptide of 770 amino acids. Phylogenetic tree analysis revealed that CiSTAT6 shares the maximum homology with Cyprinus carpio STAT6. CiSTAT6 was significantly up-regulated and interacted with each other to form the homodimer after treatment with poly I:C. The transfected CiSTAT6 in fish cell lines can activate the promoter activities of CCL20 and Bcl-xl and increase their mRNA levels. In addition, we also found that CiSTAT6 can increase cell viability and inhibit cell apoptosis. Taken together, grass carp STAT6 plays an important part in innate immunity and anti-apoptosis.",2018
29853868,Astragalin: A Bioactive Phytochemical with Potential Therapeutic Activities.,"Natural products, an infinite treasure of bioactive chemical entities, persist as an inexhaustible resource for discovery of drugs. This review article intends to emphasize on one of the naturally occurring flavonoids, astragalin (kaempferol 3-glucoside), which is a bioactive constituent of various traditional medicinal plants such as ",2018
29849791,Therapeutic potential of Bcl-x,Overexpression of anti-apoptotic proteins belonging to the B cell lymphoma (Bcl)-2 family is observed in numerous cancer types and has been postulated to promote cancer cell survival and chemotherapy resistance. Bcl-extra large (x,2018
29845281,miR‑205 targets YAP1 and inhibits proliferation and invasion in thyroid cancer cells.,"MicroRNA‑205 (miR‑205) has been reported to be downregulated, and serves critical roles in the pathogenesis and progression of several types of cancer, including breast, prostate and lung cancer. However, the underlying mechanism of miR‑205 in thyroid cancer remains unclear. In the present study, it was demonstrated that the expression of miR‑205 was reduced in thyroid cancer tissues compared with non‑cancer tissues. In addition, miR‑205‑knockdown models in the BHT‑101 cell line and ectopic expression models in the 8505‑C cell line were used to measure the biological functions of miR‑205. The results indicated that miR‑205 inhibited certain aspects of thyroid cancer, including cell proliferation, migration and invasion. Furthermore, Yes‑associated protein 1 (YAP1) was identified as a target gene of miR‑205 and its expression was negatively correlated with that of miR‑205 in thyroid cancer tissues. Depletion of YAP1 partially reduced the anti‑miR‑205‑induced cell growth and invasion. The results of the present study suggested that the tumor suppressive functions of miR‑205 via targeting YAP1 could be a novel target for the treatment of thyroid cancer.",2018
29795285,Critical role of OX40 in the expansion and survival of CD4 T-cell-derived double-negative T cells.,CD4,2018
29786068,Mitochondrial PIP3-binding protein FUNDC2 supports platelet survival via AKT signaling pathway.,"Platelets undergo apoptosis in response to a variety of stimuli in the circulation. Mitochondria in platelets are essential for their apoptosis. Specifically, pro-survival protein BCL-x",2019
29775995,Phosphorylation alters Bim-mediated Mcl-1 stabilization and priming.,"Mcl-1 is a highly labile protein, subject to extensive post-translational regulation. This distinguishes Mcl-1 from other antiapoptotic proteins and necessitates further study to better understand how interactions with proapoptotic Bcl-2 proteins affect its regulation. One such protein, Bim, is known to stabilize Mcl-1, and Bim phosphorylation has been associated with increased Mcl-1 binding. Consequently, we investigated the potential impact of Bim phosphorylation on Mcl-1 stability. We found that Bim stabilizes and primes Mcl-1 in RPCI-WM1 cells and is constitutively phosphorylated. Additionally, introduction of several phospho-mimetic and unphosphosphorylateable Bim mutations resulted in altered Mcl-1 stability and distinct Bim binding to antiapoptotic proteins. These findings suggest Bim phosphorylation not only regulates Mcl-1 stability but also is a potential mechanism for enforcing Mcl-1 dependence.",2018
29765076,Resveratrol significantly improves the fertilisation capacity of bovine sex-sorted semen by inhibiting apoptosis and lipid peroxidation.,"The aim of this study was to test the effects of five different concentrations (0, 10",2018
29762467,Inhibition of Proliferation in U937 Cells Treated by Blue Light Irradiation and Combined Blue Light Irradiation/Drug.,"The cell viability and apoptosis of tumor U937 cells treated by blue light (BL) irradiation have been examined. BL irradiation can specially inhibit the proliferation and promote the apoptosis of U937 cells, relating to the production of reactive oxygen species (ROS) and the decline of mitochondrial membrane potential (ΔΨm). The apoptosis is further associated with varying downregulated ",2018
29760956,BH4 domain peptides derived from Bcl-2/Bcl-XL as novel tools against acute pancreatitis.,"Biliary acute pancreatitis (AP) is a serious condition, which currently has no specific treatment. Taurolithocholic acid 3-sulfate (TLC-S) is one of the most potent bile acids causing cytosolic Ca",2018
29752686,"The histone deacetylase inhibitor OBP-801 and eribulin synergistically inhibit the growth of triple-negative breast cancer cells with the suppression of survivin, Bcl-xL, and the MAPK pathway.","Triple-negative breast cancer (TNBC) is the most aggressive subtype of breast cancer. Eribulin was approved for the treatment of metastatic breast cancer through the EMBRACE trial, and a subgroup analysis in this clinical trial indicated the efficacy of eribulin in patients with TNBC. However, the prognosis of patients with TNBC is still poor due to various molecular characteristics. Therefore, there is an urgent need for a more effective treatment for the management of TNBC.",2018
29743559,"Antigen-specific primed cytotoxic T cells eliminate tumour cells in vivo and prevent tumour development, regardless of the presence of anti-apoptotic mutations conferring drug resistance.",Cytotoxic CD8,2018
29741767,"Down-regulation of intracellular anti-apoptotic proteins, particularly c-FLIP by therapeutic agents; the novel view to overcome resistance to TRAIL.","Tumor necrosis factor-related apoptosis-inducing ligand (TRAIL or Apo2L) is a member of the tumor necrosis factor (TNF) superfamily that induces apoptosis in different types of cancer cells via activation of caspase cascade. TRAIL interacts with its cognate receptors that placed on cancer cells surface, including TRAIL-R1 (death receptor 4, DR4), TRAIL-R2 (death receptor 5, DR5), TRAIL-R3 (decoy receptor 1, DcR1), TRAIL-R4 (decoy receptor 2, DcR2), and osteoprotegerin (OPG). Despite high apoptosis-inducing ability of TRAIL, various cancerous cells gain resistance to TRAIL gradually, and consequently TRAIL potential for apoptosis stimulation in these cells diminishes intensely. According to diverse ranges of examinations, intracellular anti-apoptotic proteins, such as cellular-FLICE inhibitory protein (c-FLIP), apoptosis inhibitors (IAPs), myeloid cell leukemia sequence 1 (MCL-1), BCL-2, BCL-XL, and survivin play key role in cancer cells resistance to TRAIL. These proteins attenuate cancer cells sensitivity to TRAIL via various functions, importantly through caspase cascade suppression. The c-FLIP avoids from caspase 8 activation by FADD via binding to caspase 8 cleavage of FADD. Moreover, it activates signaling pathways that involved in cancer cells survival and proliferation. Intriguingly, it appears that the down-regulation of intracellular anti-apoptotic proteins, particularly c-FLIP is effectiveness goal for TRAIL-resistant cancers therapy, because their up-regulation in association with poor prognosis has been observed in various types of TRAIL-resistant cancers. In this review, we tried to collect and examine investigations that researchers have been able to sensitize cancer cells to TRAIL through targeting of c-FLIP alone or with other intracellular anti-apoptotic proteins directly or indirectly. It seems that co-treatment of resistant cells by TRAIL with other therapeutic agents with the aim of intracellular anti-apoptotic proteins inhibition is hopeful and attractive approach to overcome various TRAIL-resistant cancers.",2018
29738779,Arsenic trioxide induces apoptosis and inhibits the growth of human liver cancer cells.,"As a fifth most common cancer type, Hepatocellularcarcinoma (HCC) ranked third leading cause of cancer deaths worldwide. Arsenic trioxide (As",2018
29723606,Salidroside mediated stabilization of Bcl -x,"Chronic hypoxic stress results in deposition of lipofuscin granules in the CA3 region of hippocampal neurons which contributes to neurodegeneration and accelerated neuronal aging. Oxidative stress and mitophagy during hypoxia are crucial to cause aggregation of these lipofuscin granules in hypoxic neurons. Salidroside, a glucoside derivative of β-Tyrosol, has been reported to protect hypoxic neurons through maintenance of mitochondrial activity. The present study is aimed at investigating the potential of Salidroside in preventing mitophagy during chronic hypoxia and identification of the molecular targets and underlying signaling mechanisms. In-silico analysis for interaction of salidroside with Bcl-x",2018
29715457,SPG6 supports development of acute myeloid leukemia by regulating BMPR2-Smad-Bcl-2/Bcl-xl signaling.,"Acute myeloid leukemia (AML) is the most common acute leukemia affecting adults. To effectively treat AML, new molecular targets and therapeutic approaches must be identified. In silico analysis of several available databases of AML patients showed that the expression of Spastic Paraplegia 6 Protein (SPG6) significantly inversely correlates with the overall survival of AML patients. To determine whether SPG6 supports AML development, we employed an shRNA-encoding lentivirus system to inhibit SPG6 expression in human AML cells including NB4 and MV4-11 cells. Knockdown expression of SPG6 resulted in decreased cell growth and elevated apoptosis of these leukemia cells. Notably, the SPG6 deficiency resulted in higher BMPR2 expression indicating that BMPR2 signaling contributes to AML pathogenesis. Furthermore, SPG6 deficiency promoted phosphorylation of Smad1/5/9 and decreased transcription of Bcl-2 and Bcl-xl. Our study suggests that SPG6 contributes to AML pathogenesis, and suggests that inhibition of SPG6 may be novel strategy for treating human AML.",2018
29709701,Co-targeting of BET proteins and HDACs as a novel approach to trigger apoptosis in rhabdomyosarcoma cells.,"Histone acetylation marks exert essential functions in regulating gene expression. These marks are written by histone acetyltransferases (HATs), removed by histone deacetylases (HDACs) and read by e.g. BET proteins. While BET inhibitors are promising new anticancer drugs, little is yet known about their antitumor activity in rhabdomyosarcoma (RMS). We therefore investigated the efficacy of the prototypic BET inhibitor JQ1 alone or in combination with other epigenetic modifiers, namely HDAC inhibitors (HDACIs). Here, we discover a synergistic interaction of the panBET inhibitor JQ1 together with various HDACIs, i.e. Quisinostat (JNJ-26481585), Vorinostat (SAHA), Entinostat (MS-275) and Panobinostat (LBH589), inducing apoptosis in RMS cells, whereas JQ1 as single agent exhibits little cytotoxicity. Calculation of combination index (CI) confirmed the synergism of this combination. Importantly, JQ1 and JNJ-26481585 act in concert to suppress colony formation and to trigger apoptosis in an in vivo model. Mechanistic studies revealed that combination of JQ1 and JNJ-26481585 cooperatively upregulates BIM and BMF, while downregulating BCL-x",2018
29704100,Downregulation of miR-34a promotes endothelial cell growth and suppresses apoptosis in atherosclerosis by regulating Bcl-2.,"Several miRNAs have been demonstrated to be involved in endothelial dysfunction during atherosclerosis (AS). However, the detailed roles and underlying mechanisms of miR-34a in AS-associated endothelial cell apoptosis are far from being addressed. Apolipoprotein E-deficient (ApoE",2018
29693750,Protein phosphatase 2A mediates JS-K-induced apoptosis by affecting Bcl-2 family proteins in human hepatocellular carcinoma HepG2 cells.,"Protein phosphatase 2A (PP2A) is an important enzyme within various signal transduction pathways. The present study was investigated PP2A mediates JS-K-induced apoptosis by affecting Bcl-2 family protein. JS-K showed diverse inhibitory effects in five HCC cell lines, especially HepG2 cells. JS-K caused a dose- and time-dependent reduction in cell viability and increased in levels of LDH release. Meanwhile, JS-K- induced apoptosis was characterized by mitochondrial membrane potential reduction, Hoechst 33342",2018
29677543,"Garcinia morella fruit, a promising source of antioxidant and anti-inflammatory agents induces breast cancer cell death via triggering apoptotic pathway.","A rapid rise in cancer cases worldwide, especially breast cancer in females, instigates the need for more effective and less side effect causing drugs from natural origin. Thereby, in the present study, Garcinia morella fruit was investigated for antioxidant, anti-inflammatory and anti-breast cancer activity. Preliminary antioxidant and anticancer evaluation of different fractions and crude methanol extract of G. morella fruit suggested chloroform fraction as the bioactive fraction. Time course analysis (by 24 h, 48 h and 72 h) of the bioactive fraction (1.56-25) μg/ml treatment on breast cancer cell lines (MCF7, MDAMB231 and SKBR3) showed dose and time dependent antiproliferative responses. Further, mechanistic studies involving morphological observation and western blotting analysis, revealed its apoptosis inducing effect on breast cancer. P53 dependent up-regulation of Bax and down-regulation of Bcl X",2018
29652658,Bcl-XL and Mcl-1 upregulation by calreticulin promotes apoptosis resistance of fibroblast-like synoviocytes via activation of PI3K/Akt and STAT3 pathways in rheumatoid arthritis.,Fibroblast-like synoviocytes (FLS) play key roles in synovium hyperplasia and pannus formation in rheumatoid arthritis (RA). The present study was undertaken to explore the mechanisms that calreticulin (CRT) promoted anti-apoptosis of RA FLS.,2018
29651733,Interaction of Zn with Losartan. Activation of Intrinsic Apoptotic Signaling Pathway in Lung Cancer Cells and Effects on Alkaline and Acid Phosphatases.,"A new losartan [2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol zinc(II) complex [Zn(Los)Cl], was synthesized and characterized. The crystal structure was determined by x-ray diffraction methods. When aqueous solutions of the ligand and the metal were mixed, the known and more soluble powder [Zn(Los)",2018
29630880,"3'-Hydroxy-3,4'-dimethoxyflavone-induced cell death in human leukaemia cells is dependent on caspases and reactive oxygen species and attenuated by the inhibition of JNK/SAPK.","Flavonoids are phenolic substances that appear to exert beneficial effects in several chronic diseases, including cancer. Structure-activity relationships of the cytotoxic activity of a series of flavonols and their 3-methyl ether derivatives established that 3'-hydroxy-3,4'-dimethoxyflavone (flavonoid 11) displayed strong cytotoxicity against human leukaemia cell lines (HL-60, U-937 and MOLT-3), and cells that over-express the anti-apoptotic proteins, Bcl-2 and Bcl-x",2018
